Peak Brightness Date/Time (UT),Latitude,Longitude,Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt)
1999-07-07 04:14:41,-39.5,174.4,,,,,,140000000000,0.41
1999-06-25 06:27:41,50,121,69,,,,,124000000000,0.37
1999-05-23 07:02:10,-16.4,-116.3,,,,,,26000000000,0.092
1999-04-26 11:33:06,-22.5,6.5,,,,,,92000000000,0.28
1999-04-26 09:49:26,-32.8,159.1,,,,,,33000000000,0.11
1999-03-31 23:54:35,-17.9,22.6,,,,,,234000000000,0.64
1999-03-28 15:37:01,0.8,97.6,,,,,,304000000000,0.81
1999-03-02 22:23:25,18.9,50.5,,,,,,59000000000,0.19
1999-02-18 23:15:25,-54.9,-64.6,,,,,,154000000000,0.44
1999-02-01 14:24:09,80,154.2,,,,,,28000000000,0.098
1999-01-19 02:32:21,7.9,85.8,,,,,,24000000000,0.086
1999-01-14 08:06:05,-44,-129.7,32,,,,,5060000000000,9.8
1999-01-12 19:24:52,,,,,,,,43000000000,0.14
1999-01-11 05:18:17,,,,,,,,24000000000,0.086
1999-01-02 18:25:51,47,103,65,,,,,35000000000,0.12
1998-12-22 09:24:00,,,,,,,,27000000000,0.095
1998-11-23 20:20:14,82.3,160.1,,,,,,25000000000,0.089
1998-11-11 16:46:18,6.5,156.4,,,,,,656000000000,1.6
1998-10-03 12:58:50,,,,,,,,32000000000,0.11
1998-09-04 09:16:11,,,,,,,,128000000000,0.38
1998-09-01 11:15:04,34.6,23.6,,,,,,24000000000,0.086
1998-08-30 00:20:12,,,,,,,,41000000000,0.14
1998-08-08 12:55:22,,,,,,,,23000000000,0.082
1998-07-28 14:16:53,,,,,,,,63000000000,0.2
1998-03-24 09:08:14,,,,,,,,27000000000,0.095
1998-03-22 22:25:37,1.4,26.6,,,,,,140000000000,0.41
1998-01-08 16:10:21,,,,,,,,62000000000,0.2
1998-01-04 23:00:27,-35.1,33.4,30,17.1,6,-10.6,12,74000000000,0.23
1997-12-28 03:58:18,-23.1,152.4,,,,,,31000000000,0.11
1997-12-09 08:15:55,62.7,-49.9,,,,,,270000000000,0.73
1997-11-07 07:46:55,-57.3,167.2,,,,,,800000000000,1.9
1997-10-09 18:47:15,31.8,-106,37,,,,,190000000000,0.53
1997-10-01 14:26:43,46.7,108.9,,,,,,62000000000,0.2
1997-09-30 12:31:18,-38.1,63.9,,,,,,23000000000,0.082
1997-09-05 11:41:54,-31.1,56.4,,,,,,190000000000,0.53
1997-08-20 17:16:43,,,,,,,,26000000000,0.092
1997-08-15 01:05:22,,,,,,,,22000000000,0.079
1997-07-30 03:01:51,,,,,,,,50000000000,0.16
1997-07-04 12:22:33,-15.8,-175.8,,,,,,27000000000,0.095
1997-05-22 08:30:15,,,,,,,,45000000000,0.15
1997-04-27 22:34:21,16.7,87.5,,,,,,325000000000,0.86
1997-02-19 04:31:35,-16.3,-87.7,,,,,,140000000000,0.41
1997-02-15 15:23:35,35.5,115.6,,,,,,150000000000,0.43
1997-02-06 18:28:34,,,,,,,,26000000000,0.092
1997-01-28 17:49:49,,,,,,,,24000000000,0.086
1997-01-23 10:03:27,-15,94.2,,,,,,270000000000,0.73
1997-01-22 21:13:16,32.2,29,,,,,,480000000000,1.2
1997-01-04 06:46:39,25.7,-5.3,,,,,,43000000000,0.14
1997-01-03 15:08:07,,,,,,,,350000000000,0.92
1996-12-17 04:16:18,34.1,-37.2,,,,,,41000000000,0.14
1996-12-10 06:09:32,,,,,,,,250000000000,0.68
1996-12-04 17:00:34,,,,,,,,49000000000,0.16
1996-12-01 13:19:35,,,,,,,,62000000000,0.2
1996-11-22 10:06:17,,,,,,,,68000000000,0.22
1996-11-08 16:02:13,,,,,,,,61000000000,0.2
1996-10-30 12:48:19,-2.1,-123.1,,,,,,21000000000,0.076
1996-10-28 04:46:21,27.4,-79.4,,,,,,43000000000,0.14
1996-10-23 08:28:06,-47.3,20.6,,,,,,44000000000,0.15
1996-10-19 19:01:08,29.7,-34.7,,,,,,130000000000,0.38
1996-10-07 17:43:44,,,,,,,,45000000000,0.15
1996-10-05 19:21:02,-49.6,145.9,,,,,,250000000000,0.68
1996-08-17 15:46:08,,,,,,,,34000000000,0.12
1996-08-15 16:07:51,,,,,,,,84000000000,0.26
1996-08-09 18:14:56,,,,,,,,30000000000,0.1
1996-08-07 03:16:03,,,,,,,,150000000000,0.43
1996-08-06 04:50:32,,,,,,,,130000000000,0.38
1996-08-05 19:27:52,,,,,,,,220000000000,0.61
1996-08-05 15:19:30,,,,,,,,80000000000,0.25
1996-07-17 03:16:07,31.8,111.4,,,,,,50000000000,0.16
1996-07-12 14:04:45,20.7,-93.6,,,,,,32000000000,0.11
1996-06-25 11:22:40,,,,,,,,21000000000,0.076
1996-05-08 01:02:05,,,,,,,,28000000000,0.098
1996-05-01 13:19:25,,,,,,,,35000000000,0.12
1996-03-31 00:53:57,,,,,,,,27000000000,0.095
1996-03-30 04:03:32,-31.1,-84.3,,,,,,120000000000,0.36
1996-03-29 20:30:54,21.5,-158.1,,,,,,128000000000,0.38
1996-03-25 17:00:41,,,,,,,,44000000000,0.15
1996-03-13 08:31:01,,,,,,,,230000000000,0.63
1996-02-16 07:03:14,,,,,,,,55000000000,0.18
1996-02-15 02:38:05,76,-127,,,,,,50000000000,0.16
1996-01-18 17:10:49,,,,,,,,120000000000,0.36
1996-01-15 13:44:23,-59.8,175.8,,,,,,260000000000,0.71
1995-12-27 12:55:01,,,,,,,,22000000000,0.079
1995-12-22 13:26:29,-70.2,-73.3,,,,,,450000000000,1.1
1995-12-09 19:54:26,-2.9,-79,,,,,,120000000000,0.36
1995-11-25 05:29:31,,,,,,,,29000000000,0.1
1995-11-13 03:10:47,,,,,,,,21000000000,0.076
1995-10-01 02:42:01,,,,,,,,35000000000,0.12
1995-09-09 07:38:38,,,,,,,,500000000000,1.3
1995-08-24 21:54:35,,,,,,,,120000000000,0.36
1995-08-17 16:39:02,,,,,,,,160000000000,0.46
1995-08-06 04:38:09,,,,,,,,55000000000,0.18
1995-08-05 17:14:10,11.6,-104.3,,,,,,200000000000,0.56
1995-07-11 18:38:41,-28.5,93.3,,,,,,130000000000,0.38
1995-07-09 18:20:09,-0.9,66.3,,,,,,25000000000,0.089
1995-07-07 17:33:37,40.2,-76.1,,,,,,140000000000,0.41
1995-06-09 09:28:38,,,,,,,,25000000000,0.089
1995-04-02 12:32:38,,,,,,,,25000000000,0.089
1995-02-16 13:05:47,16.7,-141.7,,,,,,60000000000,0.19
1995-01-18 10:17:26,51.5,115.4,,,,,,70000000000,0.22
1995-01-10 21:08:41,,,,,,,,25000000000,0.089
1995-01-02 20:41:38,,,,,,,,30000000000,0.1
1994-12-18 12:45:40,,,,,,,,50000000000,0.16
1994-12-16 09:41:03,-42.2,27.6,,,,,,50000000000,0.16
1994-11-03 20:01:36,6.5,89,,,,,,2350000000000,5
1994-11-01 06:50:46,-1.5,-84.5,,,,,,1000000000000,2.3
1994-10-27 04:21:29,,,,,,,,320000000000,0.85
1994-10-20 00:11:21,-45.2,-1.9,,,,,,87000000000,0.27
1994-10-08 03:24:22,,,,,,,,66000000000,0.21
1994-09-22 04:22:17,,,,,,,,67000000000,0.21
1994-08-15 23:16:48,,,,,,,,164000000000,0.47
1994-06-15 00:02:26,45,-73.5,,,,,,41000000000,0.14
1994-06-03 20:48:42,,,,,,,,509000000000,1.3
1994-05-29 09:30:58,52.8,2.3,,,,,,384000000000,1
1994-02-01 22:38:09,2.7,164.1,,,,,,18200000000000,30
1993-11-29 17:48:41,26.5,78.3,,,,,,26000000000,0.092
1993-10-31 03:39:27,51.3,-100.9,,,,,,40000000000,0.13
1991-10-04 09:22:47,78.7,6.3,,,,,,550000000000,1.4
1990-10-01 03:51:47,7.5,142.8,,,,,,2500000000000,5.2
1988-04-15 03:03:10,-4.1,124.3,,,,,,7580000000000,14
